paper_name,chunk
Research paper-12.pdf,"from radiographic images. Ref. [82] showed how hybrid CNN-based systems accurately predicted breast cancer metastasis from mammograms and metadata. • Risk Stratification: ML models trained on electronic health records (EHRs) can predict hospital readmission, mortality, or sepsis development. These models consider past diagnoses, medications, and lab results to generate risk scores [53]. • Wearable Monitoring and Remote Sensing: Devices like Fitbit, Apple Watch, or spe- cialized ECG patches use AI to monitor physiological signals such as heart rate, sleep cycles, or respiratory rate. These tools analyze patterns over time and alert users or providers about concerning trends [83]. • Digital Mental Health Tools: Chatbots such as Woebot and Wysa employ session-based memory to deliver tailored psychological interventions. They remember user inputs during a session to provide context-aware dialogue and offer real-time cognitive behavioral therapy [34]. • Drug Discovery and Genomics: AI is used to analyze genomic sequences and predict drug target interactions based on historical molecular data [ 22,84]. These models improve over time as more training data is incorporated during periodic updates [85]. 4.2.3. Functional Characteristics • Utilizes stored data for prediction. • Requires retraining for model updates. • Supports short-term memory within fixed boundaries. • Does not generalize across tasks. Limited memory systems form the core operational tier of today’s smart healthcare applications. They are trusted, data-based tools embedded across imaging, diagnostics, monitoring, and virtual care [86,87]. 4.3. Theory of Mind Systems ToM in AI refers to the ability of systems to model human emotions, intentions, beliefs, and social cues. This level of functionality is inspired by cognitive psychology, where ToM is central to empathetic and cooperative behavior [88].Healthcare 2025, 13, 1642 16 of 32 Although no fully operational ToM AI exists, early prototypes and research systems demonstrate partial capabilities, particularly in mental health, elder care, and human–AI"
Research paper-12.pdf,"social cues. This level of functionality is inspired by cognitive psychology, where ToM is central to empathetic and cooperative behavior [88].Healthcare 2025, 13, 1642 16 of 32 Although no fully operational ToM AI exists, early prototypes and research systems demonstrate partial capabilities, particularly in mental health, elder care, and human–AI interaction design [89]. Figure 5 shows an example of ToM with AI in healthcare. 4.3.1. Operational Features A Theory of Mind AI performs the following tasks [90,91]: • Infers user intent beyond text or data. • Understands affective states and behavioral context. • Adjusts responses based on the perceived emotional or cognitive status of the user. 4.3.2. Healthcare Applications • Empathy-Aware Mental Health Tools: AI chatbots enhanced with emotion recognition capabilities can detect user tone, sentiment, or emotional distress. The EmpatheticDia- logues dataset and systems trained on it are being explored for empathetic response generation [92]. • Conversational AI in Counseling: Advanced NLP systems are being adapted for therapy bots that can adjust interaction styles based on patient emotional feedback. Ref. [34] reported that users prefer bots that demonstrate empathy, mirroring basic Theory of Mind behavior. • Pediatric and Geriatric Care Assistants: In environments where patients may be non- verbal or cognitively impaired, AI systems using facial expression and speech pattern recognition can infer emotional or physical discomfort [92]. • Clinical Communication Support: Systems are being designed to assist doctors in de- livering complex or sensitive information, with AI suggesting language modifications based on the patient’s comprehension level and psychological state [93]. 4.3.3. Multimodal Fusion for ToM Achieving ToM requires AI to combine multiple data types: • Text (conversation). • Audio (tone, pitch, emotion). • Visual (facial expression, body language). • Contextual data (history, environment). Lee et al., [53] emphasized that such systems are critical for context-aware human and computer"
Research paper-12.pdf,"state [93]. 4.3.3. Multimodal Fusion for ToM Achieving ToM requires AI to combine multiple data types: • Text (conversation). • Audio (tone, pitch, emotion). • Visual (facial expression, body language). • Contextual data (history, environment). Lee et al., [53] emphasized that such systems are critical for context-aware human and computer interaction, particularly in mental health, where personalization and empathy are central to treatment adherence. Although not yet mainstream in clinical deployment, these systems are at the forefront of human-centered AI in healthcare. 4.4. Self-Aware Systems Self-aware AI represents the highest and most complex form of functional intelligence. These systems would possess not only ToM but also consciousness, and the ability to model their own state and adapt behavior in real time, based on introspection. While no self-aware AI exists, certain design features are being explored in advanced AI research that mimic aspects of self-awareness relevant to healthcare safety and perfor- mance [94]. 4.4.1. Emerging Concepts in Healthcare Systems • Explainable AI (XAI): Systems that provide rationales for their decisions, particularly in medical imaging or diagnosis. Saliency maps in CNNs highlight which part of an X-ray image influenced the model’s decision early form of self-reflective behavior [60].Healthcare 2025, 13, 1642 17 of 32 • Uncertainty Estimation: AI models that can indicate when they are not confident in a prediction simulate a rudimentary form of introspection [95]. • Adaptive Clinical Learning Systems: Systems that monitor their own performance across populations, and suggest re-training or flag anomalous data points, embody limited aspects of meta cognition [96]. 4.4.2. Application in Risk Management Self-aware functionality is being integrated into clinical AI monitoring systems. These systems log all predictions, flag inconsistencies, and alert human supervisors to anoma- lies, forming a loop of machine accountability. This is particularly relevant in radiology, intensive care, and automated drug dosing"
Research paper-12.pdf,"meta cognition [96]. 4.4.2. Application in Risk Management Self-aware functionality is being integrated into clinical AI monitoring systems. These systems log all predictions, flag inconsistencies, and alert human supervisors to anoma- lies, forming a loop of machine accountability. This is particularly relevant in radiology, intensive care, and automated drug dosing platforms [39]. 4.4.3. Therapeutic Identity in Mental Health AI Some developers are exploring whether long-term therapeutic AI companions should maintain a consistent emotional identity, remember past conversations, and express con- tinuity in care. Although these systems are not conscious, they simulate memory and personality to enhance therapeutic rapport. While fully self-aware AI remains hypothetical, elements of meta learning, decision traceability, and confidence estimation are becoming integral to building trustworthy and safe AI in healthcare [97]. 5. Synthesis: Capabilities vs. Functionalities To comprehensively understand the role and trajectory of AI in smart healthcare, it is essential to synthesize the two primary frameworks used to evaluate AI: capability-based classification and functionality-based classification. While capability-based analysis focuses on the level of intelligence (Narrow AI, AGI, and Superintelligent AI), functionality-based analysis addresses how the AI operates (Reactive Machines, Limited Memory, ToM, and Self-Aware Systems). By aligning these two frameworks, we can more accurately evaluate the current state of AI systems, identify their clinical utility, and conceptually map the intersections of intelligence level and operational design. Table 6 shows the integrative perspectives of AI capabilities and functionalities in smart healthcare. Table 6. Integrative perspectives of AI capabilities and functionalities in smart healthcare. Perspective Current Use in Smart Healthcare Functional Description Narrow AI + Limited Memory Clinical decision support, imaging, diagnostics, mental health bots Uses historical data to make task specific decisions; no real-time learning or cross-domain flexibility AGI + Theory of Mind Early stage LLMs, emotion-aware chatbots, adaptive clinical assistants Attempts human like reasoning and"
Research paper-12.pdf,"in Smart Healthcare Functional Description Narrow AI + Limited Memory Clinical decision support, imaging, diagnostics, mental health bots Uses historical data to make task specific decisions; no real-time learning or cross-domain flexibility AGI + Theory of Mind Early stage LLMs, emotion-aware chatbots, adaptive clinical assistants Attempts human like reasoning and emotion modeling using multimodal, contextual data; not yet fully realized Superintelligent AI + Self-Awareness Theoretical; explored in XAI and ethical AI research Hypothetical systems with full autonomy, self reflection, and ethical cognition; no clinical deploymentHealthcare 2025, 13, 1642 18 of 32 This section provides a structured synthesis of these dimensions by examining three strategic intersections: 1. Narrow AI + Limited Memory. 2. AGI + Theory of Mind. 3. Superintelligent AI + Self-Awareness. 5.1. Narrow AI + Limited Memory: The Operational Backbone of Today’s Smart Healthcare The intersection of Narrow AI (task-specific intelligence) and Limited Memory (use of historical data without continuous learning) forms the foundation of current AI implemen- tations in smart healthcare. These systems dominate the clinical landscape because they strike a practical balance between performance, interpretability, and feasibility. 5.1.1. Current Use in Smart Healthcare Narrow AI with Limited Memory functionality is utilized across numerous domains: • Clinical Decision Support Systems (CDSS): Tools that provide physicians with evidence-based suggestions for diagnosis and treatment based on structured data from EHRs [98]. • Medical Imaging: CNN-based models trained to detect abnormalities such as tumors, fractures, or nodules from CT, MRI, and X-ray images [99]. • Predictive Analytics: Algorithms that forecast risks of readmission, sepsis, or treatment complications using past patient data [100]. • Mental Health Chatbots: Tools like Wysa and Woebot use session-based memory and NLP to offer CBT and mood tracking [101]. These systems work with large but finite datasets, operate within strict task boundaries, and improve performance through retraining"
Research paper-12.pdf,"of readmission, sepsis, or treatment complications using past patient data [100]. • Mental Health Chatbots: Tools like Wysa and Woebot use session-based memory and NLP to offer CBT and mood tracking [101]. These systems work with large but finite datasets, operate within strict task boundaries, and improve performance through retraining rather than through real-time experiential learning. 5.1.2. Value Proposition • High accuracy within specialized domains. • Trustworthy through auditability and static behavior. • Relatively low risk in deployment due to limited autonomy. This pairing represents a mature, clinically validated category of AI tools that are routinely deployed in hospitals, telehealth platforms, diagnostic centers, and mental health applications [39]. 5.2. General AI + Theory of Mind: The Emerging Horizon of Adaptive, Empathetic Intelligence The conceptual pairing of AGI (systems with human-level generalization and reason- ing) with ToM (understanding of human beliefs, emotions, and intentions) reflects the next frontier of AI in healthcare. Though not yet realized, this intersection represents the vision for context-aware, multimodal, and emotionally responsive AI systems. 5.2.1. Current Use in Smart Healthcare Currently, there are no fully operational systems at the AGI + ToM level. However, precursors exist: • Large Language Models (LLMs): Systems like Med-PaLM and GatorTron exhibit early-stage general reasoning capabilities across diverse clinical queries [102]. • Multimodal AI Models: Research is underway to integrate imaging, EHR data, ge- nomic profiles, and behavioral metrics into unified decision-making tools [103].Healthcare 2025, 13, 1642 19 of 32 • Affective Computing: Emotion-aware chatbots and assistive robots that respond to user tone and sentiment are early steps toward ToM in AI [104]. • Contextual Care Tools: Systems designed to adapt communication style depending on whether the user is a clinician, caregiver, or patient [53]. 5.2.2. Functionality and Potential These systems are envisioned to perform the following tasks: • Handle unstructured"
Research paper-12.pdf,"user tone and sentiment are early steps toward ToM in AI [104]. • Contextual Care Tools: Systems designed to adapt communication style depending on whether the user is a clinician, caregiver, or patient [53]. 5.2.2. Functionality and Potential These systems are envisioned to perform the following tasks: • Handle unstructured and multimodal data. • Understand the mental state and intent of the use. • Adjust behavior based on empathy, cultural awareness, and situational context. This intersection marks the transitional zone from utility-focused AI to patient- centered AI, where the system’s intelligence is not just in its accuracy but also in its ability to engage and collaborate [105,106]. 5.2.3. Representative Clinical Use Cases for AGI in Smart Healthcare While AGI remains largely conceptual, its envisioned capabilities such as multimodal reasoning, contextual learning, and adaptive decision-making can be better appreciated when situated within specific healthcare scenarios. Below, we outline three representative clinical use cases where AGI could deliver transformative impact by synthesizing diverse data sources and making context-aware decisions in real time [29,107]. In critical care settings, patient conditions can change rapidly, requiring the continuous integration of high-frequency data such as vital signs, lab results, imaging, physician notes, and ventilator parameters. An AGI-enabled system could act as an intelligent clinical assistant, recognizing subtle trends that precede deterioration (e.g., sepsis and cardiac arrest) and proposing early interventions. It could prioritize tasks, alert clinicians, and simulate the possible outcomes of different treatment paths, enhancing safety and precision in time-sensitive environments. In rural clinics or underserved regions with limited access to specialists, AGI systems could assist in diagnosing patients based on limited but diverse data inputs such as patient history, verbal symptoms, basic imaging (e.g., portable ultrasound), and vital signs. By adapting to local languages, cultural contexts, and healthcare protocols, AGI could provide actionable insights"
Research paper-12.pdf,"underserved regions with limited access to specialists, AGI systems could assist in diagnosing patients based on limited but diverse data inputs such as patient history, verbal symptoms, basic imaging (e.g., portable ultrasound), and vital signs. By adapting to local languages, cultural contexts, and healthcare protocols, AGI could provide actionable insights for frontline healthcare workers. Such systems would support equitable access to care, while simultaneously learning from geographically diverse data distributions [53,108]. In biomedical research, AGI could analyze vast quantities of omics data (e.g., genomics and transcriptomics), clinical trial databases, and the latest literature to identify novel drug targets or repurpose existing therapeutics. In personalized medicine, AGI could generate patient-specific treatment plans by integrating molecular profiles with lifestyle data, imaging, and physician feedback. This scenario demonstrates the potential of AGI as both a scientific discovery engine and a clinical collaborator in precision oncology [30]. 5.3. Superintelligent AI + Self-Awareness: A Theoretical Apex of Cognitive and Ethical Complexity The highest conceptual intersection in the synthesis framework is that of Superintelli- gent AI (systems exceeding human intelligence in all areas) and self-awareness (systems that possess a sense of self and introspective reasoning). This represents a purely theoreti- cal construct at present but is often used as a philosophical and strategic benchmark for understanding the limit and risks of AI in healthcare.Healthcare 2025, 13, 1642 20 of 32 5.3.1. Current Use in Smart Healthcare There are no existing systems that embody both superintelligence and self-awareness in healthcare or any other domain. However, elements of this vision are explored through the following: • Explainable AI (XAI): Systems that rationalize their own decisions (e.g., saliency maps and attention mechanisms) [109]. • Uncertainty Quantification: AI models that indicate the degree of confidence in their predictions, enabling human oversight [95]. • Self-Monitoring Agents: Systems capable of logging their"
Research paper-12.pdf,"this vision are explored through the following: • Explainable AI (XAI): Systems that rationalize their own decisions (e.g., saliency maps and attention mechanisms) [109]. • Uncertainty Quantification: AI models that indicate the degree of confidence in their predictions, enabling human oversight [95]. • Self-Monitoring Agents: Systems capable of logging their performance, flagging anomalies, and recommending updates [110]. These features are components of a broader theoretical aspiration to build autonomous AI systems that can reflect, reason, and refine themselves continuously. 5.3.2. Conceptual Role in Smart Healthcare In theory, Superintelligent + Self-Aware AI would perform the following tasks: • Independently conduct medical research and discover treatments. • Run entire healthcare ecosystems autonomously. • Resolve ethical dilemmas by weighing societal impact, cultural norms, and individual patient values. • Provide lifelong, personalized care surpassing human limitations in cognition and availability. Such a system would no longer serve merely as an assistant or collaborator but would emerge as an autonomous healthcare agent, capable of managing and optimizing care for entire populations while also customizing treatment at the individual level [111,112]. 5.4. Comparative Framework: Bridging Capabilities and Functionalities To visualize the intersection of these dimensions, the following table summarizes the synthesis: Key Insights from the Synthesis 1. Most Deployed Systems Reside in the Narrow AI + Limited Memory Quadrant: These systems dominate because they are practical, validated, and easier to regulate, making them ideal for tasks like diagnostics and workflow automation [105]. 2. Emerging Research Aligns with the AGI + Theory of Mind Paradigm: There is growing momentum toward creating emotionally intelligent and context-aware systems. While these models show promise, they require significant advancement in natural language understanding, multimodal processing, and interoperability [113]. 3. Superintelligent + Self-Aware Systems Serve as a Theoretical Boundary: This quadrant is valuable for philosophical, ethical, and governance considerations, guiding the development"
Research paper-12.pdf,"growing momentum toward creating emotionally intelligent and context-aware systems. While these models show promise, they require significant advancement in natural language understanding, multimodal processing, and interoperability [113]. 3. Superintelligent + Self-Aware Systems Serve as a Theoretical Boundary: This quadrant is valuable for philosophical, ethical, and governance considerations, guiding the development of safeguards and frameworks even before such systems exist [114]. 6. Challenges and Considerations in AI-Driven Smart Healthcare While AI continues to revolutionize smart healthcare by enhancing diagnostic preci- sion, streamlining clinical workflows, and enabling personalized treatment, the integration of AI technologies introduces several complex challenges and ethical considerations. These concerns span across technical, social, regulatory, and clinical domains, and they become more pronounced as AI systems evolve from task-specific tools to autonomous agents with greater decision-making influence.Healthcare 2025, 13, 1642 21 of 32 This section outlines four key issues that must be addressed for AI to be deployed safely, ethically, and equitably in healthcare settings: bias and fairness, interpretability, regulation, and data security. 6.1. Bias and Fairness One of the most pressing challenges in AI development is bias in data and models, which can lead to unfair or harmful outcomes, particularly for underrepresented groups. 6.1.1. Sources of Bias Bias can enter an AI system at multiple stages: • Training Data Bias: When training datasets are skewed toward specific populations (e.g., white, male, and urban patients), AI models may underperform for marginalized communities. Dermatology AI trained on light-skinned images may fail to detect skin cancer in patients with darker skin tones [115]. • Labeling Bias: If clinical labels are assigned inconsistently by different practitioners, especially in subjective diagnoses (e.g., mental health and pain levels), AI systems may learn incorrect or misleading associations [116]. • Deployment Bias: Once deployed, AI tools may exacerbate disparities if they are more accessible to high-income"
Research paper-12.pdf,"tones [115]. • Labeling Bias: If clinical labels are assigned inconsistently by different practitioners, especially in subjective diagnoses (e.g., mental health and pain levels), AI systems may learn incorrect or misleading associations [116]. • Deployment Bias: Once deployed, AI tools may exacerbate disparities if they are more accessible to high-income or tech-savvy populations, leaving others underserved [117]. 6.1.2. Impact on Healthcare Equity Bias in AI can have serious implications in healthcare [118,119], including the following: • Misdiagnosis or missed diagnosis in minority populations. • Allocation of resources skewed toward majority groups. • Worsening of health disparities despite the promise pf AI to reduce them. 6.2. Interpretability and Trust In healthcare, where decisions are often life-critical, clinicians must be able to under- stand and trust AI outputs. This raises the issue of interpretability, or the extent to which a human can comprehend how an AI system arrived at its conclusion 6.2.1. The “Black Box” Problem Many high-performing AI models—particularly DL systems—operate as “black boxes”, where the internal decision-making process is opaque to users [120,121]. This lack of transparency can hinder clinical trust and acceptance, especially in the following cases: • AI recommendations contradict clinical judgment. • There are legal or ethical consequences for incorrect predictions. • The user cannot justify an AI-driven diagnosis or treatment to the patient. 6.2.2. Clinical Implications Lack of interpretability can lead to the following outcomes [122,123](Table 7): • Delayed adoption of effective tools. • Overreliance on AI without appropriate oversight. • Resistance from clinicians due to lack of confidence.Healthcare 2025, 13, 1642 22 of 32 Table 7. Challenges and considerations in AI-driven smart healthcare. Challenge Description Impact Mitigation Strategy Reference Bias and Fairness AI systems can reflect or amplify biases present in training data, affecting fairness across demographics. Undermines trust and may lead to healthcare disparities."
Research paper-12.pdf,"lack of confidence.Healthcare 2025, 13, 1642 22 of 32 Table 7. Challenges and considerations in AI-driven smart healthcare. Challenge Description Impact Mitigation Strategy Reference Bias and Fairness AI systems can reflect or amplify biases present in training data, affecting fairness across demographics. Undermines trust and may lead to healthcare disparities. Use diverse training data; implement fairness audits. [124] Interpretability AI models, especially DL, often lack transparency, making it difficult for clinicians to trust outputs. Limits clinical adoption and medico legal accountability. Incorporate explainable AI (XAI) models and visualizations. [38] Regulation AI deployment requires compliance with evolving legal and ethical frameworks. Regulatory uncertainty slows innovation and deployment. Develop adaptive, region-specific AI policies. [125] Data Security Storing and sharing sensitive patient data raises concerns around privacy, encryption, and misuse. Breaches may lead to legal liability and patient harm. Employ federated learning and differential privacy. [126] Clinical Integration Embedding AI into existing clinical workflows without disrupting care delivery is technically and culturally complex. Causes resistance among staff and workflow inefficiency. Co-design solutions with clinicians for smooth adoption. [127] Infrastructure and Cost High development, deployment, and maintenance costs limit access in resource-constrained healthcare settings. Restricts scalability and global AI implementation. Invest in cloud infrastructure and public and private partnerships. [128] 6.3. Regulatory Complexity and Oversight AI in healthcare operates at the intersection of technology, medicine, and law, and must therefore be governed by robust regulatory frameworks. However, current regulatory mechanisms were not designed for adaptive, data-based systems that can learn and evolve. 6.3.1. Capability-Specific Regulation AI systems at different capability levels demand different regulatory strategies: • Narrow AI systems (e.g., imaging classifiers) can be regulated similarly to traditional medical devices through validation, accuracy thresholds, and risk assessments [129]. • AGI models (e.g., foundation models for diagnosis) require broader guidelines, especially for ethical alignment, training"
Research paper-12.pdf,"Regulation AI systems at different capability levels demand different regulatory strategies: • Narrow AI systems (e.g., imaging classifiers) can be regulated similarly to traditional medical devices through validation, accuracy thresholds, and risk assessments [129]. • AGI models (e.g., foundation models for diagnosis) require broader guidelines, especially for ethical alignment, training data provenance, and cross-contextgeneralizability [130]. • Autonomous AI systems, as envisioned in superintelligence or advanced self- awareness, challenge current regulatory paradigms entirely and call for international coordination and ethical governance [131]. 6.3.2. Current Regulatory Bodies and Guidelines • The FDA (U.S.) has begun to regulate AI/ML based Software as a Medical Device (SaMD), requiring manufacturers to provide evidence of performance, safety, and effectiveness [132]. • The European Union’s AI Act classifies healthcare AI as “high-risk”, mandating transparency, human oversight, and post-market monitoring [133]. • Global efforts, such as the WHO’s guidance on AI ethics in healthcare, are emerging to set universal standards [134].Healthcare 2025, 13, 1642 23 of 32 6.4. Data Security and Privacy The use of AI in healthcare requires access to vast amounts of sensitive patient data, including medical histories, genetic information, and real-time sensor data. This raises critical concerns around data privacy, security, and consent. 6.4.1. Risks Involved • Data breaches can lead to the exposure of personal health information (PHI), with legal and ethical consequences [135]. • Re-identification attacks may occur when anonymized datasets are matched with external data sources [136]. • Unauthorized model inference could allow third parties to extract sensitive informa- tion from AI systems, especially generative models [137]. 6.4.2. Increasing Risk with Advancing AI As AI systems grow more capable, the risk of privacy violation increases [138,139]: • Advanced models may memorize training data, especially if not properly regularized. • Cloud-based AI platforms introduce vulnerabilities in data storage and access. • Cross-institutional models,"
Research paper-12.pdf,"systems, especially generative models [137]. 6.4.2. Increasing Risk with Advancing AI As AI systems grow more capable, the risk of privacy violation increases [138,139]: • Advanced models may memorize training data, especially if not properly regularized. • Cloud-based AI platforms introduce vulnerabilities in data storage and access. • Cross-institutional models, such as federated learning, while designed for privacy, still pose metadata leakage risks. 6.4.3. Regional Feasibility of AGI Development: The Case of Korea While this review discusses the potential of AGI in healthcare from a global perspective, it is important to contextualize its feasibility within the regional legal and data governance frameworks particularly in South Korea, where the authors are based. Developing and deploying AGI systems for smart healthcare requires large volumes of diverse, multi- modal data, including medical imaging, clinical notes, genomic data, and real-time patient monitoring streams. However, access to such data is highly regulated by national laws. In Korea, the Personal Information Protection Act (PIPA) is one of the strictest data privacy laws in Asia and imposes significant restrictions on the secondary use of personal and health-related data, even after de-identification [44]. Additionally, the Medical Service Act limits the sharing of medical records outside authorized institutions and requires strict consent procedures for research use [140]. These laws are designed to protect patient rights but can inadvertently hinder the large-scale data aggregation needed for training AGI and multimodal AI systems. Moreover, Korea does not yet have comprehensive legal frameworks supporting data altruism, data trusts, or dynamic consent models, which are being piloted in the European Union under the GDPR umbrella [141,142]. Although there are emerging initiatives such as the “MyData Korea Project”, which aim to give individuals more control over their health and financial data, the ecosystem remains fragmented and lacks integration with AI research infrastructure [143]. From"
Research paper-12.pdf,"which are being piloted in the European Union under the GDPR umbrella [141,142]. Although there are emerging initiatives such as the “MyData Korea Project”, which aim to give individuals more control over their health and financial data, the ecosystem remains fragmented and lacks integration with AI research infrastructure [143]. From a technical standpoint, methods like federated learning and synthetic data gen- eration have been proposed to work around data centralization issues [ 35]. However, these too must align with local encryption, anonymization, and data retention regula- tions. In Korea, federated learning in healthcare remains largely in pilot stages and faces interoperability challenges among hospitals with heterogeneous IT systems [27]. Therefore, while Korea holds substantial technological capabilities, its legal landscape currently limits AGI feasibility unless supported by regulatory innovation and international policy harmonization. We propose that future national strategies focus on the following: • Establishing AI-specific ethical data governance frameworks. • Encouraging privacy-preserving data sharing across medical institutions.Healthcare 2025, 13, 1642 24 of 32 • Aligning domestic laws with global AI policy efforts to enable international collabora- tion. 6.5. Cross-Disciplinary Insights into Explainability, Fairness, and Robustness While the challenges of bias, explainability, and reliability are critical within the domain of medical AI, they are not unique to healthcare. Other high-stakes fields such as finance, autonomous driving, and legal informatics have similarly grappled with the need for transparency, fairness, and robustness in AI-driven decision-making. Leveraging the lessons learned from these domains can offer meaningful strategies for healthcare-specific implementations. In financial services, particularly in fraud detection and credit scoring, AI models are now required to provide interpretable outputs to comply with regulatory requirements such as the European Union’s GDPR and the U.S. Fair Credit Reporting Act. These systems often employ local surrogate models like LIME or SHAP , along with counterfactual explanations to"
Research paper-12.pdf,"in fraud detection and credit scoring, AI models are now required to provide interpretable outputs to comply with regulatory requirements such as the European Union’s GDPR and the U.S. Fair Credit Reporting Act. These systems often employ local surrogate models like LIME or SHAP , along with counterfactual explanations to make model predictions understandable to non-technical stakeholders [ 144,145]. A similar strategy could be applied in clinical diagnostics, where providing clinicians with localized visual or textual explanations (e.g., “feature X contributed Y% to the decision”) could enhance the trust and adoption of AI tools. In legal technology and automated hiring systems, bias mitigation is critical due to the risk of algorithmic discrimination. These fields have developed techniques such as fairness-aware learning, adversarial debiasing, and preprocessing methods like re- weighting or re-sampling [146]. Translating these approaches into healthcare could help address disparities in diagnostic accuracy across demographic subgroups especially in areas like dermatology or radiology, where bias based on skin tone or socioeconomic status has been documented. Autonomous driving systems must operate under unpredictable conditions and are therefore designed to detect “corner cases”: rare, high-risk scenarios that fall outside the training distribution. Strategies such as uncertainty quantification, anomaly detection, and redundancy layering have been widely implemented [147,148]. In healthcare, similar tech- niques could be adopted to flag atypical patient presentations (e.g., rare disease phenotypes or poly-morbid conditions) and trigger escalation to human review, enhancing safety in edge cases. By adopting these cross-domain methodologies, medical AI systems can benefit from matured practices already tested in regulatory, real-time, or high-liability contexts. These strategies can enrich healthcare-specific frameworks in the following ways: • Applying financial XAI techniques to enhance clinical interpretability and shared decision-making. • Adapting legal fairness audits for demographic bias tracking in clinical trials and AI validation datasets. • Utilizing robustness tools"
Research paper-12.pdf,"already tested in regulatory, real-time, or high-liability contexts. These strategies can enrich healthcare-specific frameworks in the following ways: • Applying financial XAI techniques to enhance clinical interpretability and shared decision-making. • Adapting legal fairness audits for demographic bias tracking in clinical trials and AI validation datasets. • Utilizing robustness tools from autonomous systems to manage uncertainty and atypical patient cases. This interdisciplinary convergence fosters a more holistic and responsible approach to developing medical AI systems that are not only technically accurate, but also ethically aligned, transparent, and resilient in real-world environments. 6.6. Limitations Despite the comprehensive approach adopted in this review, several limitations must be acknowledged to ensure an accurate and balanced interpretation of the findings. Language and Publication Bias: This review included only peer-reviewed articles published in English between January 2018 and May 2025. As a result, important studiesHealthcare 2025, 13, 1642 25 of 32 reported in non-English journals or local repositories may have been excluded, particularly those from countries with strong domestic AI development (e.g., China, Japan, and Korea) but limited English-language dissemination. This may have introduced a language bias and reduced the global representativeness of the findings. Database and Search Scope: Although the search strategy covered four major databases (PubMed, IEEE Xplore, Scopus, and Web of Science), there remains the possibility that relevant research indexed in discipline-specific or regional databases (e.g., CNKI or Kore- aMed) was overlooked. Moreover, gray literature, industry white papers, and technical documentation from commercial AI vendors were not included, which may limit insights into real world deployment beyond academic settings. Heterogeneity of Included Studies: The studies included in this review varied widely in terms of the clinical domain, data modality, AI model used, and evaluation metrics. Due to this heterogeneity, it was not possible to conduct a quantitative meta-analysis. Instead, we relied on"
Research paper-12.pdf,"into real world deployment beyond academic settings. Heterogeneity of Included Studies: The studies included in this review varied widely in terms of the clinical domain, data modality, AI model used, and evaluation metrics. Due to this heterogeneity, it was not possible to conduct a quantitative meta-analysis. Instead, we relied on narrative synthesis and descriptive statistics, which may be more subjective and less robust than statistical aggregation. Limited Generalizability Across Regions: While internationally recognized AI solu- tions such as DeepMind, Aidoc, and Wysa were highlighted, their feasibility and impact were not uniformly evaluated across all healthcare systems. For example, only a limited con- textual comparison was made with Korea’s healthcare infrastructure, legal restrictions, and digital readiness. This may reduce the policy relevance for countries with differing levels of AI maturity, regulatory constraints, or cultural attitudes toward medical technology. Rapid Technological Advancements: The field of Artificial Intelligence, particularly generative models and AGI-related architectures, is evolving at an accelerated pace. Some of the technologies discussed may already be superseded or improved upon by newer frameworks by the time of publication. Consequently, while the review reflects the state of the art as of mid 2025, it may not fully capture the most recent developments in this dynamic field. Underreporting of Clinical Deployment Outcomes: Many of the reviewed studies focused on algorithm development, retrospective validation, or simulation-based per- formance. Relatively few reported on real-world clinical deployment, long-term pa- tient outcomes, or user acceptance by healthcare providers. This limits our ability to draw conclusions about the safety, scalability, and ethical impact of AI systems in live healthcare environments. Incomplete Evaluation of Explainability and Fairness: Although fairness and inter- pretability were key inclusion criteria, many studies lacked standardized methods to assess these properties. Some relied solely on post hoc techniques (e.g., SHAP and Grad-CAM) without evaluating clinician"
Research paper-12.pdf,"safety, scalability, and ethical impact of AI systems in live healthcare environments. Incomplete Evaluation of Explainability and Fairness: Although fairness and inter- pretability were key inclusion criteria, many studies lacked standardized methods to assess these properties. Some relied solely on post hoc techniques (e.g., SHAP and Grad-CAM) without evaluating clinician comprehension, trust, or diagnostic confidence. Addition- ally, few studies disaggregated performance by patient subgroups (e.g., race, gender, and socioeconomic status), raising concerns about unaddressed algorithmic bias. AGI-Specific Limitations: The discussion on AGI was primarily conceptual, due to the lack of real-world AGI implementations in healthcare. While use cases were hypoth- esized based on trends in multimodal learning and generalist models (e.g., Med-PaLM), no empirical studies currently demonstrate AGI capabilities in clinical settings. Thus, pro- jections made regarding the AGI integration remain speculative and must be interpreted with caution. Lack of Longitudinal Evaluation: Very few studies examined the longitudi- nal outcomes, such as how AI system performance or trust evolves over time in clinical workflows. This limits insights into the lifecycle of AI tools and their sustained value in real-world practice.Healthcare 2025, 13, 1642 26 of 32 7. Conclusions AI is transforming modern healthcare by enabling more accurate, efficient, and per- sonalized medical services. This review explores AI in smart healthcare through two key perspectives: capability-based and functionality-based classifications. Currently, the field relies heavily on Narrow AI with limited memory, which supports tasks such as diag- nostics, medical imaging, and predictive analytics within well-defined clinical workflows. As research advances, there is growing interest in AGI with Theory of Mind capabilities, aiming to develop systems that can understand context, interpret emotions, and support complex decision-making in areas like mental health and elderly care. While Superintelli- gent AI self-aware systems that surpass human intelligence remains theoretical, it raises critical ethical, regulatory, and philosophical"
